AssetCode,ParentAssetCode,AssetType,AssetName,ParentAssetName,MarketName,CortosMarketName,CortosSubMarketName,CortosMarketSubmarketID,CortosMarketID,CortosSubMarketID,CortosPropertyNumber,MoodysCountyID,MoodysMetroDivisionID,MoodysMSAID,StateCode,InvestmentStrategy,IsTaxCredit,IsRecapitalization,AcquisitionType,IsInDevelopment,IsSeniorHousing,Portfolio,SubPortfolio,FundName,StabilizationStatus,ActualStabilizationDate,AssetClass,oslPropertyID,oslSubPropertyNumberID,UltiProLocationCode,AverageBuildYear,CurrentUnitCount,PlannedUnitCount,AcquisitionDate,SaleDate,FirstFullMonthID,LastFullMonthID,AssetLegalName,AssetTaxID,AssetAddress,City,ZIPCode,AssetPhone,AssetPhone2,AssetEmail,AssetURL,EmpManagingDirector,EmpEVP,EmpDirectorOfInvestments,EmpDirectorOfOperations,EmpCommunityManager,EmpRegionalFacilitiesManager,EmpRegionalMarketingManager,EmpPropertyAssistantController,EmpRevenueManager,EmpRegionalCFDManager,EmpRegionalPestManager,EmpRegionalLandscapingManager,EmpSeniorRegionalFacilitiesManager,IsCurrentOSLPropertyID,osaEntityID,TotalHardCosts,CortosMSAID,AssetStyle,DistinctCurrentUnitCount,InitialEntityAssetCode,InitialEntityAcquisitionDate,OccupancyStabilizationDate,IsActiveProperty,EquityPartner1,EquityPartner2,IsUnitReno,AcquisitionDevelopmentFee,ConstructionManagementFee,PropertyManagementFee,AssetManagementFeeBasis,AssetManagementFeeAmount,DueDiligenceFee,DesignFeeBasis,DesignFeeAmount,SupportServiceFeePerUnitAnnual,MarketingSoftwareFeePerUnitAnnual,AdminSoftwareFeePerUnitAnnual,LicensingFeePerUnitMonthly,EquityPartnerConcat,SameStoreSale,FunnelGroupId
"corlc75039",,"Property","Cortland Las Colinas","Cortland Las Colinas","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,65321,"48113","19124",,"TX","Core-Plus",False,False,"Acquisition",0,False,"Stand-alone","Cortland Las Colinas","CP Fund IV","Stabilized",2019-04-13 00:00:00.0000000,"A",4412165,1,2946,2017.000000,371,,2018-11-29 00:00:00.0000000,,201812,202502,,,"655 Promenade","Irving","75039-1200","(214) 241-1224","","lascolinas@cortland.com","https://www.cortlandlascolinas.com/","Kerry Crowley","Kyle Bateh","Emily Ouyang","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Candice Davenport","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"lascolinas",1020322.62529,19124,"Mid-Rise",371.00000000569116,"corlc75039",2018-11-29 00:00:00.0000000,2019-04-13 00:00:00.0000000,1,"Fund IV",,False,555000,,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Fund IV",1,1393
"cororoy75063",,"Property","The Palmer at Las Colinas","The Palmer at Las Colinas","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,5278,"48113","19124",,"TX","Value-add",False,False,"Acquisition",0,False,"3rd Party Management","Project Rock",,"Stabilized",2022-06-18 00:00:00.0000000,"B",4971400,1,4266,1991.000000,476,476,2022-05-19 00:00:00.0000000,,202206,202502,"RRE Santa Rosa Holdings LLC","81-3506451","2940 W Royal Ln","Irving","75063-3315","(972) 573-6352","","palmerlascolinas@cortland.com","cortland.com/royal","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Mary Stevens","Craig Singleton","Makaylin Taylor","Renita Lott","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"royal",,19124,"Garden-style",476.00000000534874,"cororoy75063",2022-05-19 00:00:00.0000000,2022-06-18 00:00:00.0000000,1,"Blackstone",,True,,,,,,,,,,,,,"Blackstone",1,3761
"purlv75039",,"Property","Cortland La Villita","Cortland La Villita","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,19250,"48113","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2022-08-14 00:00:00.0000000,"B",4559209,1,3002,2007.000000,306,,2019-09-27 00:00:00.0000000,,201910,202502,"PURE LA VILLITA APTS LLC","82-1781688","6419 Tranquilo","Irving","75039-3140","(972) 818-5326","","LaVillita@cortland.com","www.cortland.com/la-villita","Kerry Crowley","Kyle Bateh","Emily Ouyang","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Nadeige Exavier","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"lavillita",7914219.0473579997,19124,"Mid-Rise",306.0000000046843,"purlv75039",2019-09-27 00:00:00.0000000,2022-08-14 00:00:00.0000000,1,"JVP",,True,383745,444460,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1398
"stonvrcbre75063",,"Property","Cortland at Valley Ranch","Cortland at Valley Ranch","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,5546,"48113","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2022-09-28 00:00:00.0000000,"B",4559239,1,3021,1999.000000,210,,2021-05-07 00:00:00.0000000,,201910,202502,"STONELEIGH APTS GP LLC","45-5404141","8605 N Macarthur Blvd","Irving","75063-4114","(972) 818-5680","","valleyranch@cortland.com","cortland.com/valley-ranch","Kerry Crowley","Kyle Bateh","Emily Ouyang","Kaitlin Goad","Anthony Sifuentes","Craig Singleton","Makaylin Taylor","Lisa Jones","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"valleyranchcbre",5723929.7264225399,19124,"Garden-Style",210.0000000048212,"stonvr75063",2019-09-27 00:00:00.0000000,2022-09-28 00:00:00.0000000,1,"CBRE","JVP",True,,,0.025000000000000001,,0.01,,,135000,130,,,,"CBRE | JVP",1,1402
"vishccbre75063",,"Property","Vistas at Hackberry Creek","Vistas at Hackberry Creek","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Las Colinas/Coppell","19124-17","19124",17,11205,"48113","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2019-10-27 00:00:00.0000000,"B",4559240,1,3018,1984.000000,560,,2021-06-11 00:00:00.0000000,,201910,202502,"VISTAS HACKBERRY CREEK LLC","46-2696032","2527 W Royal Ln","Irving","75063-3308","(972) 734-1839","","vistasathackberrycreek@cortland.com","https://cortland.com/apartments/vistas-at-hackberr","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Kaitlin Goad","Mary Stevens","Craig Singleton","Makaylin Taylor","Lisa Jones","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"hackberrycbre",2487914.352,19124,"Garden-Style",560.00000000352827,"vishc75063",2019-09-27 00:00:00.0000000,2019-10-27 00:00:00.0000000,1,"CBRE","JVP",True,,,0.032500000000000001,,0.0025000000000000001,,,,130,,,,"CBRE | JVP",1,1592
"corwe75229",,"Property","Cortland Waters Edge","Cortland Waters Edge","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Carrollton/Farmers Branch","19124-18","19124",18,45779,"48113","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"GTIS Portfolio","GTIS Portfolio","CP Fund IV","Stabilized",2019-11-04 00:00:00.0000000,"A",4372066,1,2923,2014.000000,582,,2018-07-13 00:00:00.0000000,,201808,202502,,,"1701 Royal Ln","Dallas","75229-3107","(972) 236-4602","","watersedge@cortland.com","www.cortlandwatersedge.com","Kerry Crowley","Kyle Bateh","Michael Dunn","Chantal Matteson","Desiree Dollison","David Staine","Makaylin Taylor","Rosanne Ippolito","Jason Halpert","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"watersedge",5633123,19124,"Garden-Style",582.00000000494788,"corwe75229",2018-07-13 00:00:00.0000000,2019-11-04 00:00:00.0000000,1,"GTIS",,True,1085000,358000,0.025000000000000001,"gross-revenue",0.014999999999999999,,,135000,,,,,"GTIS",1,1399
"15777qoef75001",,"Property","Cortland Addison Circle","Cortland Addison Circle","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Addison/Bent Tree","19124-19","19124",19,19662,"48113","19124",,"TX","Core-Plus",False,True,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2024-06-16 00:00:00.0000000,"A",3172765,1,2108,2009.000000,414,,2018-12-14 00:00:00.0000000,,201312,202502,,,"15777 Quorum Dr","Addison","75001-3474","(972) 853-4162","","addisoncircle@cortland.com","cortland.com/addison-circle","Kerry Crowley","Kyle Bateh","Michael Dunn","Chantal Matteson","Rondy Paul Arocena","David Staine","Makaylin Taylor","Remesa Brown","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"quorumoef",1462500,19124,"Mid-Rise",414.00000000273883,"15777q75001",2013-11-22 00:00:00.0000000,2024-06-16 00:00:00.0000000,1,"CGI",,True,,,0.0275,,,,,,,,,,"CGI",0,1401
"garvbre75287",,"Property","Cortland North Dallas","Cortland North Dallas","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Far North Dallas","19124-20","19124",20,58147,"48121","19124",,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2020-02-08 00:00:00.0000000,"B",4087081,1,2082,2001.000000,582,,2020-02-28 00:00:00.0000000,,201701,202502,,"84-4601448","17811 Vail St","Dallas","75287-6460","(469) 414-0886","","northdallas@cortland.com","cortland.com/north-dallas","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Estefany Camacho","David Staine","Makaylin Taylor","Mindy Dollinger","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"gardensbre",,19124,"Garden-Style",582.00000000367038,"garv75287",2016-12-15 00:00:00.0000000,2020-02-08 00:00:00.0000000,1,"Blackstone",,True,369234,817736,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1405
"praircv75080",,"Property","Cortland Prairie Creek","Cortland Prairie Creek","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Richardson","19124-21","19124",21,3260,"48085","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2022-09-03 00:00:00.0000000,"B",4559215,1,3020,1997.000000,464,,2019-09-27 00:00:00.0000000,,201910,202502,"PRAIRIE CREEK APTS LLC","45-5519669","3560 - 3600 ALMA RD","RICHARDSON","75080-1100","(972) 503-4339","","prairiecreek@cortland.com","cortland.com/prairie-creek","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Jeff Echols","David Staine","Makaylin Taylor","Lisa Jones","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"prairiecreek",13775700.3790427,19124,"Garden-Style",464.00000000846518,"praircv75080",2019-09-27 00:00:00.0000000,2022-09-03 00:00:00.0000000,1,"JVP",,True,670053,740991,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1403
"rialbre75010",,"Property","Cortland on Coyote Ridge","Cortland on Coyote Ridge","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","19124-25","19124",25,18163,"48121","19124",,"TX","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2019-01-14 00:00:00.0000000,"B",4086907,1,2072,2002.000000,280,,2020-02-28 00:00:00.0000000,,201701,202502,,,"4230 Fairway Dr","Carrollton","75010-3269","(972) 366-4623","","coyoteridge@cortland.com","cortland.com/coyote-ridge","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Julissa Alvarado","David Staine","Makaylin Taylor","Mindy Dollinger","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"cambriabre",,19124,"Garden-Style",280.00000000620867,"rial75010",2016-12-15 00:00:00.0000000,2019-01-14 00:00:00.0000000,1,"Blackstone",,True,245384,569005,0.025000000000000001,"gross-revenue",0.0074999999999999997,,,,220,,,,"Blackstone",1,1424
"brisoef75056",,"Property","Cortland One Twenty One","Cortland One Twenty One","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","19124-25","19124",25,5011,"48121","19124",,"TX","Core-Plus",False,True,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2017-10-03 00:00:00.0000000,"B",3096179,1,2129,1998.000000,328,,2018-12-14 00:00:00.0000000,,201310,202502,,,"4777 Memorial Dr","The Colony","75056-2811","(972) 435-6029","","onetwentyone@cortland.com","cortland.com/one-twenty-one","Kerry Crowley","Kyle Bateh","Michael Dunn","Katie Roberts","Julissa Alvarado","David Staine","Makaylin Taylor","Stacie Moore","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"bristoloef",1303400,19124,"Garden-Style",328.00000000917487,"bris75056",2013-09-04 00:00:00.0000000,2017-10-03 00:00:00.0000000,1,"CGI",,True,,,0.0275,,,,,,,,,,"CGI",1,1425
"corch75056",,"Property","Cortland at Castle Hills","Cortland at Castle Hills","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","19124-25","19124",25,10270447,"48121","19124",,"TX","Core-plus",False,False,"Acquisition",0,False,"Stand-alone","N/A","CP Fund VI","Non-Stabilized",,"A",5354127,1,,2023.000000,300,300,2024-06-11 00:00:00.0000000,,202407,202502,"E SH 121 Business TX Partners, LP","99-3102906","2040 E State Highway 121","Lewisville","75056-7065","(469) 751-4960","","castlehillsdistro@cortland.com","https://cortland.com/apartments/cortland-at-castle","Kerry Crowley","Kyle Bateh","Sarah Cannon","Katie Roberts","Julissa Alvarado","David Staine","Makaylin Taylor","Rosanne Ippolito","Ruchi Naik","Brandon Martinez","David Demartino","Jeff Hartert","Nicholas Williamson",True,"castlehills",1199139,19124,"Mid-rise",300.00000000109628,"corch75056",2024-06-11 00:00:00.0000000,,1,"Fund VI",,False,,,,,,,,,,,,,"Fund VI",0,5959
"presahB75093",,"Property","Cortland Arbor Hills","Cortland Arbor Hills","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","West Plano","19124-26","19124",26,5475,"48121","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2022-10-06 00:00:00.0000000,"B",4559217,1,3013,1998.000000,330,,2021-11-03 00:00:00.0000000,,201910,202502,"PURE PRESERVE APTS LLC","47-1576473","7001 W Parker Rd","Plano","75093-8614","(972) 597-8721","","arborhills@cortland.com","cortland.com/arbor-hills","Kerry Crowley","Kyle Bateh","Sarah Cannon","Katie Roberts","Caitlin Gilmore","David Staine","Makaylin Taylor","Lisa Jones","Ruchi Naik","N/A","David Demartino","Jeff Hartert","Nicholas Williamson",True,"arborhillsbro",5351225,19124,"Garden-Style",330.00000000420084,"presah75093",2019-09-27 00:00:00.0000000,2022-10-06 00:00:00.0000000,1,"Brothers","JVP",True,,,0.025000000000000001,,,,,,,,,,"Brothers | JVP",1,1406
"lints76021",,"Property","Cortland West Plano","Cortland West Plano","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","West Plano","19124-26","19124",26,34221,"48085","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Port 24 - CBRE","Lincoln at Towne Square I","CP Fund V","Stabilized",2024-07-30 00:00:00.0000000,"B",4840670,1,4226,1999.000000,769,,2021-08-24 00:00:00.0000000,,202109,202502,"TX Apt 8205 Towne Main Drive, L.P. (DE) ","83-2361889 ","8205 Towne Main Dr","Plano","75024-2228","(469) 489-3433","","westplano@cortland.com","cortland.com/west-plano","Kerry Crowley","Kyle Bateh","Emily Ouyang","Chantal Matteson","Lauren Brown","David Staine","Makaylin Taylor","Nadeige Exavier","Jason Halpert","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"westplano",32129580.412844699,19124,"Garden-Style",769.0000000090007,"lints76021",2021-08-24 00:00:00.0000000,2024-07-30 00:00:00.0000000,1,"CBRE",,True,,,0.032500000000000001,"gross-revenue",0.014999999999999999,,,,220,,,,"CBRE",0,3065
"belv75025",,"Property","Cortland North Plano","Cortland North Plano","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Central/East Plano","19124-27","19124",27,5476,"48085","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Bella Vida","CP Fund IV","Stabilized",2022-04-10 00:00:00.0000000,"B",4463075,1,2952,1998.000000,548,,2019-03-19 00:00:00.0000000,,201904,202502,,,"9601 Custer Rd","Plano","75025-7527","(214) 441-7783","","northplano@cortland.com","cortland.com/north-plano","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Caitlin Gilmore","David Staine","Makaylin Taylor","Rosanne Ippolito","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"bellavida",20047204.007599998,19124,"Garden-Style",548.000000001589,"belv75025",2019-03-19 00:00:00.0000000,2022-04-10 00:00:00.0000000,1,"Warba",,True,942500,1403304,0.025000000000000001,,0.014999999999999999,,,200000,130,102,119,0.40000000000000002,"Warba",1,1429
"jamsbre30043",,"Property","Cortland Sugarloaf","Cortland Sugarloaf","Atlanta-Sandy Springs-Roswell, GA","Atlanta-Sandy Springs-Roswell, GA","Northeast Gwinnett County","12060-34","12060",34,10365,"13135",,,"GA","Core-Plus",False,True,"Acquisition",0,False,"Acorn 1","Acorn 1",,"Stabilized",2017-08-09 00:00:00.0000000,"B",3789301,1,2131,2001.000000,406,,2020-02-28 00:00:00.0000000,,201601,202502,,"84-4601448","5375 Sugarloaf Pkwy","Lawrenceville","30043-5767","(404) 476-8057","","sugarloaf@cortland.com","cortland.com/sugarloaf","Tiffany Barnett","Michael Kolshak","David Wade","Brian Baker","Candice Johnson","Andrey Allicock","Natalie Ross","Renita Lott","Zack Knab","Michael Woodburn","Corey Pilkenton","John Oubre","Brandon Center",True,"sugarloafbre",,12060,"Garden-Style",406.00000000679648,"jams30043",2015-12-17 00:00:00.0000000,2017-08-09 00:00:00.0000000,1,"Blackstone",,True,,,0.025000000000000001,,0.0074999999999999997,,,,,,,,"Blackstone",1,1068
"corpet80915",,"Property","Cortland Peterson","Cortland Peterson","Colorado Springs, CO","Colorado Springs, CO","East Colorado Springs","17820-2","17820",2,,"08041",,,"CO","N/A",False,False,"Development",1,False,"N/A","N/A",,"Non-Stabilized",,"A",,,,2024.500000,,294,2023-11-15 00:00:00.0000000,,202312,202502,"5704 Ella View CO Partners, LLC		",,"5704 Ella View","Colorado Springs","80915",,,,,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",False,,74244000,17820,"Garden-style",,"corpet80915",2023-11-15 00:00:00.0000000,,1,,,False,,,,,,,,,,,,,,0,
"corrockrim80919",,"Property","Cortland Rockrimmon","Cortland Rockrimmon","Colorado Springs, CO","Colorado Springs, CO","North Colorado Springs","17820-4","17820",4,,"08041",,,"CO","Value-add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Stabilized",2024-06-22 00:00:00.0000000,"B",4986175,1,4283,1996.000000,126,126,2022-07-19 00:00:00.0000000,,202208,202502,"Nora Point CO Partners, LLC","85-2361889","5965 Nora Pt","Colorado Springs","80919-3718","(719) 259-0908","","rockrimmon@cortland.com","www.cortland.com/rockrimmon","DT Tucker","Michael Kolshak","Ben Campbell","Mike Holt","Grace Stevens","Junior Ibarra","Mary Zirbel","Lisa Jones","Joshua Bivens","N/A","David Demartino","Mitch Rice","Aaron Clausen",True,"rockrimmon",7818705,17820,"Garden-style",126.00000000806254,"corrockrim80919",2022-07-19 00:00:00.0000000,2024-06-22 00:00:00.0000000,1,"Fund V",,True,,,,,,,,,,,,,"Fund V",0,3856
"ams75034",,"Property","Cortland Legacy","Cortland Legacy","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Frisco","19124-29","19124",29,42679,"48085","19124",,"TX","Core-Plus",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Retain",,"Stabilized",2020-01-04 00:00:00.0000000,"A",4559244,1,3011,2014.000000,395,,2019-09-27 00:00:00.0000000,,201910,202502,"PURE AS APTS LLC","47-4541521","5275 Town And Country Blvd","Frisco","75034-6223","(972) 687-7789","","legacy@cortland.com","www.cortland.com/legacy","Kerry Crowley","Kyle Bateh","Sarah Cannon","Katie Roberts","Ansley Pace","David Staine","Makaylin Taylor","Nadeige Exavier","Ruchi Naik","N/A","David Demartino","Jeff Hartert","Nicholas Williamson",True,"legacytx",3138869.8614500002,19124,"Mid-Rise",395.00000000302185,"ams75034",2019-09-27 00:00:00.0000000,2020-01-04 00:00:00.0000000,1,"JVP",,True,510368,153614,0.025000000000000001,"gross-revenue",0.0050000000000000001,24996,,70000,130,,,,"JVP",1,1426
"sovpr75035",,"Property","Cortland Preston North","Cortland Preston North","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Frisco","19124-29","19124",29,79190,"48085","19124",,"TX","Core-Plus",False,False,"Acquisition",0,False,"Portfolio 20","Portfolio 20 III","CP Fund IV","Stabilized",2018-08-15 00:00:00.0000000,"A",4266918,1,121100,2017.000000,350,,2018-01-19 00:00:00.0000000,,201802,202502,"DD Preston Road LLC","47-1605030","9440 Stratton Dr","Frisco","75035-5331","(972) 736-8965","","prestonnorth@cortland.com","cortland.com/preston-north","Kerry Crowley","Kyle Bateh","Michael Dunn","Katie Roberts","Aaron Candate","David Staine","Makaylin Taylor","Jeff Brzinski","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"preston",411255,19124,"Garden-Style",350.00000000726703,"sovpr75035",2018-01-19 00:00:00.0000000,2018-08-15 00:00:00.0000000,1,"Oaktree",,False,622864,28788,0.025000000000000001,"gross-revenue",0.014999999999999999,,,,,,,,"Oaktree",1,1430
"lantcB75013",,"Property","Cortland at Twin Creeks","Cortland at Twin Creeks","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Allen/McKinney","19124-30","19124",30,15404,"48085","19124",,"TX","Value-Add",False,False,"Acquisition",0,False,"Portfolio 22","Portfolio 22 - Syndicate",,"Stabilized",2022-09-24 00:00:00.0000000,"B",4559210,1,3005,2002.000000,288,,2021-11-03 00:00:00.0000000,,201910,202502,"PURE LANSBROOK APTS LLC","81-4843839","505 Benton Dr","Allen","75013-6325","(972) 694-6166","","twincreeks@cortland.com","cortland.com/twin-creeks","Kerry Crowley","Kyle Bateh","Sarah Cannon","Katie Roberts","Kevin Clifton","David Staine","Makaylin Taylor","Lisa Jones","Ruchi Naik","Micheal Cole","David Demartino","Jeff Hartert","Nicholas Williamson",True,"twincreeksbro",4882209,19124,"Garden-Style",288.00000000360086,"lantc75013",2019-09-27 00:00:00.0000000,2022-09-24 00:00:00.0000000,1,"Brothers","JVP",True,,,0.025000000000000001,,0.0050000000000000001,,,135000,130,,,,"Brothers | JVP",1,1427
"corasRH75002",,"Property","Cortland Allen Station","Cortland Allen Station","Dallas-Plano-Irving, TX","Dallas-Plano-Irving, TX","Allen/McKinney","19124-30","19124",30,88890,"48085","19124",,"TX","Core-Plus",False,False,"Acquisition",0,False,"Stand-alone","Citron Allen Station","CP Fund V","Stabilized",2021-08-03 00:00:00.0000000,"B",4645678,1,3039,2019.000000,445,,2021-03-29 00:00:00.0000000,,202101,202502,"DD Andrews Parkway 10.495 LLC ","85-2361889","1400 Andrews Pkwy","Allen","75002-2898","(972) 945-8695","","allenstation@cortland.com","cortland.com/allen-station","Kerry Crowley","Kyle Bateh","Jonathan Nixon","Katie Roberts","Kevin Clifton","David Staine","Makaylin Taylor","Lisa Jones","Ruchi Naik","N/A","David Demartino","Jeff Hartert","Nicholas Williamson",True,"allenstationroundhil",1267613,19124,"Garden-Style",445.00000000521203,"coras75002",2020-12-18 00:00:00.0000000,2021-08-03 00:00:00.0000000,1,"Roundhill",,False,,,0.032500000000000001,,0.0050000000000000001,,,,220,,,,"Roundhill",1,2364
"oveda32118",,"Property","The Overlook at Daytona","The Overlook at Daytona","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL","Daytona Beach","19660-1","19660",1,18707,"12127",,,"FL","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Non-Stabilized",,"B",4840727,1,4221,1961.000000,227,,2021-08-24 00:00:00.0000000,,202109,202502,"Daytona Seabreeze, LLC (DE) ","85-2361889 ","100 Seabreeze Blvd","Daytona Beach","32118-4057","(386) 866-3649","","overlookdaytona@cortland.com","cortland.com/overlook-daytona","Jeremy Landrum","Kyle Bateh","Clayton Doolittle","Christian Taboas","Holly Nelsen-Zvolanek","Jay Macias","Shannon Tomaszewski","Lisa Jones","Corinne Smith","Cleo Vilmeus","David Demartino","Bob Senkarik","Brandon Center",True,"daytona",559778.81924999994,19660,"Mid-Rise",227.00000000281375,"oveda32118",2021-08-24 00:00:00.0000000,,1,"Fund V",,True,,,0.032500000000000001,"gross-revenue",,,,,220,,,,"Fund V",0,3060
"corch80203",,"Property","Cortland Cap Hill","Cortland Cap Hill","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO","Five Points/Capitol Hill/Cherry Creek","19740-2","19740",2,75587,"08031",,,"CO","Value-Add",False,False,"Acquisition",0,False,"CGI","CGI","Cortland Growth and Income Fund","Stabilized",2021-07-31 00:00:00.0000000,"A",4775237,1,3075,2019.000000,197,,2021-04-21 00:00:00.0000000,,202105,202502,"Grant CO Partners LLC ","83-2495528 ","1200 Grant St","Denver","80203-2351","(720) 741-7256","","CapHill@cortland.com","cortland.com/cap-hill","DT Tucker","Michael Kolshak","Ben Campbell","Mike Holt","SHARED - SHARED - Richard Savino","Junior Ibarra","Mary Zirbel","Stacie Moore","Joshua Bivens","N/A","David Demartino","Mitch Rice","Aaron Clausen",True,"caphill",1774781.6900203801,19740,"Mid-Rise",197.00000000461864,"corch80203",2021-04-21 00:00:00.0000000,2021-07-31 00:00:00.0000000,1,"CGI",,False,,,0.0275,,,,,,,,,,"CGI",1,2518
"colpo80206",,"Property","Cortland Congress Park","Cortland Congress Park","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO","Five Points/Capitol Hill/Cherry Creek","19740-2","19740",2,24200,"08031",,,"CO","Value-Add",False,False,"Acquisition",0,False,"Stand-alone","Fund V Wholly-Owned","CP Fund V","Non-Stabilized",,"B",4840650,1,4219,2006.000000,193,,2021-08-24 00:00:00.0000000,,202109,202502,"901 Colorado CO Partners, LLC","81-0773220","901 Colorado Blvd","Denver","80206-4086","(720) 571-4617","","CongressPark@cortland.com","cortland.com/congress-park","DT Tucker","Michael Kolshak","Ben Campbell","Mike Holt","Alex Dowd","Junior Ibarra","Mary Zirbel","Nadeige Exavier","Joshua Bivens","N/A","David Demartino","Mitch Rice","Aaron Clausen",True,"coloradopointe",8139578.6067133704,19740,"Mid-Rise",193.00000000569548,"colpo80206",2021-08-24 00:00:00.0000000,,1,"Fund V",,True,,,0.032500000000000001,"gross-revenue",,,,,220,,,,"Fund V",0,3058
